# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:42:07.809
# DATE-END: 2025-01-20T21:42:08.868
# TSTART: 1737409327809.25
# TSTOP: 1737409328809.25
# DATE: 2025-01-20T21:42:10
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1724415220547
# DEC: 22.0158814577905
# EQUINOX: 2000.0
# CRVAL1: 84.1724415220547
# CRVAL2: 22.0158814577905
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000861115267841922
# CD1_2: 0.00161047308448476
# CD2_1: -0.00161020020414466
# CD2_2: -0.000861328581722839
# A_ORDER: 2
# A_0_2: -1.69621017547948e-07
# A_1_1: 9.03725648287174e-08
# A_2_0: -2.1087012804289e-07
# B_ORDER: 2
# B_0_2: 1.41398846162423e-07
# B_1_1: -2.34730550380642e-07
# B_2_0: 3.89861428660601e-07
# AP_ORDER: 2
# AP_0_0: 1.67400295663829e-06
# AP_0_1: -2.16241891909814e-07
# AP_0_2: 1.69619911226323e-07
# AP_1_0: 2.48089857063418e-07
# AP_1_1: -9.03698167662555e-08
# AP_2_0: 2.10867182696897e-07
# BP_ORDER: 2
# BP_0_0: -3.90396457892924e-06
# BP_0_1: 2.88971745321529e-07
# BP_0_2: -1.41397009085661e-07
# BP_1_0: -4.73863981438033e-07
# BP_1_1: 2.34727060411486e-07
# BP_2_0: -3.89854411366368e-07
# NOME_FILE_FITS: 20250120_214207.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_042.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,run_id,img_index,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
RA_81.189__DEC_20.423,3016.0040479237755,74.01893593707611,81.18744646965875,20.42232234390859,7.0,10.0,NO,152,113.7365280882045,101.865403230677,99.93,1.62,101.865403230677,99.93,1.62,36.157601975232495,47.05,2.19,3.5,1,42,SI (Rank 1),II/389/ps1_dr2,1.3250081190235786e+17,81.19025416,20.42282793,9.6921,101.87,99.93,1.62,3.5
RA_81.189__DEC_20.423,3016.0040479237755,74.01893593707611,81.18744646965875,20.42232234390859,7.0,10.0,NO,152,113.7365280882045,101.865403230677,99.93,1.62,101.865403230677,99.93,1.62,36.157601975232495,47.05,2.19,3.5,1,42,SI (Rank 2),II/389/ps1_dr2,1.3250081190580782e+17,81.19047456,20.42266981,11.187,101.87,99.93,1.62,3.5
RA_81.189__DEC_20.423,3016.0040479237755,74.01893593707611,81.18744646965875,20.42232234390859,7.0,10.0,NO,153,113.7365280882045,101.865403230677,99.82,1.59,101.865403230677,99.82,1.59,36.157601975232495,46.79,2.16,3.5,1,42,SI (Rank 3),II/389/ps1_dr2,1.3250081190029686e+17,81.18997934,20.42194635,12.4594,101.87,99.82,1.59,3.5
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,214,1730.5463217936026,1669.3660098125538,1590.94,7.34,1679.9271633817684,1604.08,7.85,1668.862567557186,1605.19,8.61,6.065178371997543,1,42,SI (Rank 1),II/389/ps1_dr2,1.3270081293375078e+17,81.29323099,20.58370643,6.453,1699.1,1619.79,7.32,6.38
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,215,1730.5463217936026,1669.3660098125538,1591.07,7.27,1679.9271633817684,1604.25,7.77,1668.862567557186,1605.26,8.53,6.065178371997543,1,42,SI (Rank 2),II/389/ps1_dr2,1.3270081292254182e+17,81.29235221,20.58447437,12.8086,1699.06,1619.93,7.25,6.37
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,203,1730.5463217936026,1669.3660098125538,1598.91,7.50,1679.9271633817684,1612.45,8.07,1668.862567557186,1613.82,8.97,6.065178371997543,1,42,SI (Rank 3),II/389/ps1_dr2,1.3270081294341058e+17,81.29434599,20.58341985,12.8486,1700.03,1628.37,7.51,6.39
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,210,1730.5463217936026,1669.3660098125538,1593.93,7.45,1679.9271633817684,1607.18,7.98,1668.862567557186,1608.38,8.78,6.065178371997543,1,42,SI (Rank 4),II/389/ps1_dr2,1.3270081294269011e+17,81.29417628,20.58289277,13.1611,1699.36,1622.90,7.44,6.38
RA_81.292__DEC_20.583,2913.069699178728,81.9664375047999,81.29188001421929,20.582715516620247,87.0,101.0,NO,215,1730.5463217936026,1669.3660098125538,1591.07,7.27,1679.9271633817684,1604.25,7.77,1668.862567557186,1605.26,8.53,6.065178371997543,1,42,SI (Rank 5),II/389/ps1_dr2,1.3270081292093142e+17,81.29195597,20.58408639,13.3859,1699.06,1619.93,7.25,6.37
RA_81.464__DEC_21.133,2604.063388505087,23.627010098300435,81.46422074690001,21.132647095508304,26.0,23.0,NO,236,273.49883577439647,254.67566743071328,268.88,2.26,255.59646236166657,270.11,2.31,236.9141310126106,251.31,2.22,4.003097738625063,1,42,SI (Rank 1),I/239/hip_main,25385.0,81.4653225298,21.1325115058,8.77,259.04,273.84,2.36,4.27
RA_81.464__DEC_21.133,2604.063388505087,23.627010098300435,81.46422074690001,21.132647095508304,26.0,23.0,NO,236,273.49883577439647,254.67566743071328,268.88,2.26,255.59646236166657,270.11,2.31,236.9141310126106,251.31,2.22,4.003097738625063,1,42,SI (Rank 2),II/389/ps1_dr2,1.3335081466134982e+17,81.46601453,21.13263068,13.9154,259.04,273.84,2.36,4.27
