# Header FITS:
# Numero di falsi positivi esclusi sicuramente: 0
# SIMPLE: True
# BITPIX: 16
# NAXIS: 2
# NAXIS1: 3072
# NAXIS2: 2048
# EXTEND: True
# COMMENT: FITS (Flexible Image Transport System) format is defined in 'Astronomy   and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H Start of commanded pointing details
# BZERO: 32768
# BSCALE: 1
# DATE-OBS: 2025-01-20T21:30:57.433
# DATE-END: 2025-01-20T21:30:58.498
# TSTART: 1737408657432.86
# TSTOP: 1737408658432.86
# DATE: 2025-01-20T21:31:00
# EXPOSURE: 1000000.0
# RA0: 4.162944e-11
# DEC0: 4.591495e-41
# EPOCH0: 0.0
# WCSAXES: 2
# CTYPE1: RA---TAN-SIP
# CTYPE2: DEC--TAN-SIP
# RA: 84.1693384342438
# DEC: 22.0146159080334
# EQUINOX: 2000.0
# CRVAL1: 84.1693384342438
# CRVAL2: 22.0146159080333
# CRPIX1: 1535.5
# CRPIX2: 1023.5
# CD1_1: -0.000776132377396332
# CD1_2: 0.00165363062395862
# CD2_1: -0.00165302329761667
# CD2_2: -0.000775729846531356
# A_ORDER: 2
# A_0_2: -4.93953750589997e-07
# A_1_1: 3.85329207986843e-07
# A_2_0: -2.01621829410903e-07
# B_ORDER: 2
# B_0_2: 5.17462282162978e-07
# B_1_1: -3.81755333022605e-07
# B_2_0: 3.41435599430951e-07
# AP_ORDER: 2
# AP_0_0: -2.81549606310586e-06
# AP_0_1: -1.06182283120949e-06
# AP_0_2: 4.93962484470368e-07
# AP_1_0: 6.58847619986893e-07
# AP_1_1: -3.85333840713323e-07
# AP_2_0: 2.01623094897234e-07
# BP_ORDER: 2
# BP_0_0: 2.6717766942852e-06
# BP_0_1: 1.1782076123702e-06
# BP_0_2: -5.17470388340768e-07
# BP_1_0: -7.97701878549766e-07
# BP_1_1: 3.81760704290014e-07
# BP_2_0: -3.4143674037424e-07
# NOME_FILE_FITS: 20250120_213057.fits
# fwhm: 2.8
# size: 5
# threshold_sigma: 9
# threshold_assoluta: 3.610293688717009
# pixel: 3
# soglia_filtro_ass: 2.5
# soglia_filtro_rel: 0.05
# max_sep: 0.003349
# NOME_FILE: run_1_stelle_trovate_e_catalogate_immagine_009.csv
#
label,xcentroid,ycentroid,RA_centroid,DEC_centroid,area,max_value,saturazione,ripetizioni,kron_flux,kron_manuale_seg,media_kron_manuale_seg,std_kron_manuale_seg,kron_manuale_aper,media_kron_manuale_aper,std_kron_manuale_aper,somma_apertura_ultimo_pixel,media_somma_apertura_ultimo_pixel,std_somma_apertura_ultimo_pixel,raggio_kron_aper,run_id,img_index,Corrispondenza,Catalogo,ID,RAJ2000,DEJ2000,Mag,flusso_fisso_max_run,media_flusso_fisso_max_run,std_flusso_fisso_max_run,raggio_fisso_max_run
RA_81.292__DEC_20.583,2860.8952104567497,12.34551719832626,81.29223044761619,20.583148436323818,85.0,85.0,NO,214,1631.4330064111437,1565.7930606246996,1590.94,7.34,1581.6582281032302,1604.08,7.85,1579.61961645769,1605.19,8.61,6.133426927106003,1,9,SI (Rank 1),II/389/ps1_dr2,1.3270081293375078e+17,81.29323099,20.58370643,6.453,1596.3,1619.79,7.32,6.38
RA_81.292__DEC_20.583,2860.8952104567497,12.34551719832626,81.29223044761619,20.583148436323818,85.0,85.0,NO,215,1631.4330064111437,1565.7930606246996,1591.07,7.27,1581.6582281032302,1604.25,7.77,1579.61961645769,1605.26,8.53,6.133426927106003,1,9,SI (Rank 2),II/389/ps1_dr2,1.3270081292254182e+17,81.29235221,20.58447437,12.8086,1596.27,1619.93,7.25,6.37
RA_81.292__DEC_20.583,2860.8952104567497,12.34551719832626,81.29223044761619,20.583148436323818,85.0,85.0,NO,203,1631.4330064111437,1565.7930606246996,1598.91,7.50,1581.6582281032302,1612.45,8.07,1579.61961645769,1613.82,8.97,6.133426927106003,1,9,SI (Rank 3),II/389/ps1_dr2,1.3270081294341058e+17,81.29434599,20.58341985,12.8486,1597.17,1628.37,7.51,6.39
RA_81.292__DEC_20.583,2860.8952104567497,12.34551719832626,81.29223044761619,20.583148436323818,85.0,85.0,NO,210,1631.4330064111437,1565.7930606246996,1593.93,7.45,1581.6582281032302,1607.18,7.98,1579.61961645769,1608.38,8.78,6.133426927106003,1,9,SI (Rank 4),II/389/ps1_dr2,1.3270081294269011e+17,81.29417628,20.58289277,13.1611,1596.55,1622.90,7.44,6.38
RA_81.292__DEC_20.583,2860.8952104567497,12.34551719832626,81.29223044761619,20.583148436323818,85.0,85.0,NO,215,1631.4330064111437,1565.7930606246996,1591.07,7.27,1581.6582281032302,1604.25,7.77,1579.61961645769,1605.26,8.53,6.133426927106003,1,9,SI (Rank 5),II/389/ps1_dr2,1.3270081292093142e+17,81.29195597,20.58408639,13.3859,1596.27,1619.93,7.25,6.37
RA_81.702__DEC_21.196,2467.579143765661,67.30994645922704,81.70269723757033,21.19606771903061,13.0,18.0,NO,348,134.15674648497915,126.5750757330814,143.20,1.20,126.5750757330814,143.20,1.20,96.70036724746328,115.76,1.22,3.5,1,9,SI (Rank 1),II/389/ps1_dr2,1.3343081703234528e+17,81.70307622,21.19571641,10.0469,126.58,143.20,1.20,3.5
RA_81.702__DEC_21.196,2467.579143765661,67.30994645922704,81.70269723757033,21.19606771903061,13.0,18.0,NO,348,134.15674648497915,126.5750757330814,143.20,1.20,126.5750757330814,143.20,1.20,96.70036724746328,115.76,1.22,3.5,1,9,SI (Rank 2),II/389/ps1_dr2,1.3343081702949514e+17,81.703003,21.195618,10.154,126.58,143.20,1.20,3.5
RA_81.702__DEC_21.196,2467.579143765661,67.30994645922704,81.70269723757033,21.19606771903061,13.0,18.0,NO,347,134.15674648497915,126.5750757330814,143.20,1.20,126.5750757330814,143.20,1.20,96.70036724746328,115.76,1.22,3.5,1,9,SI (Rank 3),II/389/ps1_dr2,1.3343081703783542e+17,81.70371126,21.19561726,14.5555,126.58,143.20,1.20,3.5
RA_81.702__DEC_21.196,2467.579143765661,67.30994645922704,81.70269723757033,21.19606771903061,13.0,18.0,NO,348,134.15674648497915,126.5750757330814,143.20,1.20,126.5750757330814,143.20,1.20,96.70036724746328,115.76,1.22,3.5,1,9,SI (Rank 4),II/389/ps1_dr2,1.3343081702160531e+17,81.70213257,21.19573998,14.6298,126.58,143.20,1.20,3.5
RA_81.760__DEC_20.557,2774.704923689922,238.05197527924776,81.76078696528315,20.557388955239908,7.0,10.0,NO,221,100.5342847035065,97.74219029594504,86.07,1.16,97.74219029594504,86.07,1.16,39.26611075837622,38.09,1.46,3.5,1,9,SI (Rank 1),II/389/ps1_dr2,1.3266081761820944e+17,81.76231298,20.55726956,9.711,97.74,86.07,1.16,3.5
RA_81.760__DEC_20.557,2774.704923689922,238.05197527924776,81.76078696528315,20.557388955239908,7.0,10.0,NO,221,100.5342847035065,97.74219029594504,86.07,1.16,97.74219029594504,86.07,1.16,39.26611075837622,38.09,1.46,3.5,1,9,SI (Rank 2),II/389/ps1_dr2,1.3266081761901904e+17,81.76202518,20.55729081,11.0991,97.74,86.07,1.16,3.5
RA_81.760__DEC_20.557,2774.704923689922,238.05197527924776,81.76078696528315,20.557388955239908,7.0,10.0,NO,221,100.5342847035065,97.74219029594504,86.07,1.16,97.74219029594504,86.07,1.16,39.26611075837622,38.09,1.46,3.5,1,9,SI (Rank 3),II/389/ps1_dr2,1.3266081762464934e+17,81.76265385,20.55728599,13.4734,97.74,86.07,1.16,3.5
RA_81.821__DEC_19.995,3042.9338126779044,393.2439084840916,81.8219197342342,19.99527226738113,15.0,12.0,NO,108,130.21146177745604,122.5339658607305,124.05,3.77,122.5339658607305,124.19,3.84,98.7909231448628,84.29,4.27,3.5,1,9,SI (Rank 1),II/389/ps1_dr2,1.3199081823216563e+17,81.82317037,19.99591756,9.298,124.22,125.01,3.66,3.61
